"","session_id","rsesQ04rt","rsesQ04","rsesQ01rt","rsesQ01","rsesQ06rt","rsesQ06","rsesQ10rt","rsesQ10","rsesQ02rt","rsesQ02","rsesQ08rt","rsesQ08","rsesQ05rt","rsesQ05","rsesQ09rt","rsesQ09","rsesQ03rt","rsesQ03","rsesQ07rt","rsesQ07","deqQ06rt","deqQ06","deqQ05rt","deqQ05","deqQ02rt","deqQ02","deqQ03rt","deqQ03","deqQ01","deqQ01rt","deqQ04","deqQ04rt","sdsQ1rt","sdsQ1","sdsQ13rt","sdsQ13","sdsQ3","sdsQ3rt","sdsQ9","sdsQ9rt","sdsQ5rt","sdsQ5","sdsQ2rt","sdsQ2","sdsQ15","sdsQ15rt","sdsQ4rt","sdsQ4","cesdQ03rt","cesdQ03","cesdQ04rt","cesdQ04","cesdQ02rt","cesdQ02","cesdQ01rt","cesdQ01","cesdQ05","cesdQ05rt","cesdScore","sdsQ7rt","sdsQ7","sdsQ16rt","sdsQ16","sdsQ10rt","sdsQ10","sdsQ6","sdsQ6rt","sdsQ14rt","sdsQ14","sdsQ8rt","sdsQ8","sdsQ11rt","sdsQ11","sdsQ12rt","sdsQ12","rsesQ02r","rsesQ05r","rsesQ06r","rsesQ08r","rsesQ09r","rses","deq6","sdsQ1r","sdsQ2r","sdsQ3r","sdsQ6r","sdsQ7r","sdsQ8r","sdsQ10r","sdsQ11r","sdsQ12r","sdsQ14r","sds"
"260",9857567,5729,4,3267,2,3244,3,3930,3,3240,2,2652,3,3484,2,2762,3,1938,4,4288,4,3442,4,3013,4,3980,3,2373,4,4,3723,4,4378,,,7377,1,2,6256,1,3754,,,3138,1,,,,,3044,1,3520,3,3641,3,4942,4,4,2649,7,,,3045,2,4726,2,,,,,7194,2,3913,1,,,3,3,2,2,2,2.9,3.83333333333333,,2,1,,,1,1,2,,,1.375
"261",9857597,10025,4,4252,3,6940,3,3874,3,6885,3,5923,2,6016,2,4693,1,3322,3,5035,3,4738,3,10298,3,4859,3,6316,2,3,5356,2,11964,,,6721,1,,,1,4469,9334,1,4065,2,,,,,23986,1,6997,2,4425,1,6927,1,1,5080,1,5525,2,,,8528,2,,,,,6964,1,6497,2,,,2,3,2,3,4,3,2.66666666666667,,1,,,1,2,1,1,,,1.125
"262",9857602,4050,3,2754,3,6320,2,7594,3,3741,2,5906,2,4838,2,5162,2,3802,3,13235,3,5209,2,8102,3,6185,2,7728,2,2,9568,2,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2.16666666666667,,,,,,,,,,,
"263",9857665,5402,4,11955,3,3787,2,2304,4,3326,1,4058,2,4709,2,4421,1,3963,3,6430,4,4249,3,8497,2,9790,1,4376,2,1,6281,2,4813,,,6486,2,1,4700,,,,,,,2,3635,7959,2,5466,1,11568,1,4252,1,3505,1,1,2724,0,,,39667,2,4515,1,1,5824,3876,1,,,,,,,4,3,3,3,4,3.5,1.83333333333333,,,2,2,,,2,,,2,2
"264",9857688,,,,,,,,,,,,,,,,,,,,,4358,3,1367,3,997,3,947,3,3,1985,3,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
"265",9857715,3555,4,7842,4,4761,1,4226,4,4541,1,19034,3,3473,1,10681,1,3722,4,5613,4,8048,4,4489,4,6752,2,5782,1,2,5452,2,5082,,,9639,2,1,4208,,,,,,,,,6082,2,4088,1,21650,1,5706,1,5433,1,2,7003,0,3226,1,4160,2,5161,1,2,7425,,,,,5389,1,,,4,4,4,2,4,3.8,2.5,,,2,1,2,,2,2,,,1.875
"266",9857729,11675,4,4841,3,5272,1,6805,4,4089,1,6009,1,8639,1,5470,1,6598,4,5659,4,11119,2,9175,2,8824,2,7555,1,1,21407,2,9786,5626,1,11541,2,,,2,1658,,,,,2,7607,,,8911,1,2709,1,3280,1,3805,1,1,5503,0,4891,1,,,4373,1,,,8975,2,,,5672,1,,,4,4,4,4,4,3.9,1.66666666666667,2,,,,2,,2,2,,1,1.875
"267",9857753,5228,3,3776,3,5798,2,2853,3,6400,2,5480,2,5106,2,6116,2,3304,3,6452,3,5332,3,4331,3,5440,3,5136,3,2,6617,3,3673,5040,2,,,,,2,4156,3893,2,4774,1,2,5034,,,3059,1,2745,1,5016,1,7599,1,1,5826,0,,,,,3382,1,,,2826,2,5319,1,,,,,3,3,3,3,3,3,2.83333333333333,1,2,,,,2,2,,,1,1.75
"268",9857767,9789,3,13681,3,15026,1,37425,4,19802,1,24781,1,18063,1,24808,1,17216,4,13753,4,22604,3,19982,2,25903,3,14286,2,2,21943,2,18560,2447,2,2654,1,,,1,1796,749,,,,,,,,3591,,530,,688,,2487,,,122,,818,,176,,8096,1,,,5184,2,,,,,,,4,4,4,4,4,3.8,2.33333333333333,1,,,,,,2,,,1,1.2
"269",9857803,3872,3,3830,4,5279,2,2491,3,3815,2,4921,3,10226,2,5351,1,5227,3,3958,3,18259,3,9109,2,10133,3,15699,3,2,6665,2,7493,5067,1,,,1,2661,1,4169,,,4145,1,,,,,6203,1,5443,1,7177,1,22589,1,1,5424,0,2693,1,,,,,1,2910,,,6518,1,3183,1,,,3,3,3,2,4,3.1,2.5,2,2,2,2,2,2,,2,,,1.875
"270",9857861,,,,,,,,,,,,,,,,,,,,,3068,3,2977,4,8052,1,2785,1,2,9570,4,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,
"271",9857864,4669,4,3774,3,8811,1,4290,3,8840,1,11190,3,11830,1,6907,1,5041,4,8135,4,9722,3,5259,1,8127,2,4147,2,1,5392,2,4638,4174,1,,,,,1,4382,,,2965,2,2,5026,8978,1,6128,1,5274,2,11474,2,5292,1,2,3740,2,,,2782,2,4732,1,,,2559,2,,,,,,,4,4,4,2,4,3.6,1.83333333333333,2,1,,,,,2,,,1,1.5
"272",9857874,4053,3,3865,3,4466,2,2642,4,5509,1,2781,2,3862,1,3636,1,3442,4,4969,3,4698,3,6536,3,4483,2,2814,2,2,5113,2,6347,5375,1,4399,1,,,,,,,5859,1,,,3763,1,6269,1,5053,1,5129,1,3344,1,2,5218,0,6063,2,,,4234,1,,,3055,1,3649,1,,,,,4,4,3,3,4,3.5,2.33333333333333,2,2,,,1,2,2,,,2,1.625
"273",9857890,13270,3,24561,3,9086,1,5488,4,9965,1,10059,1,8796,4,15115,1,7639,4,8217,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,4,3.5,,,,,,,,,,,,
"274",9857959,,,,,,,,,,,,,,,,,,,,,12293,2,4284,4,7947,2,4950,2,3,5201,2,11462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,
"275",9857962,9191,2,4797,1,9701,3,12996,3,11372,4,5012,4,5597,4,4660,4,5450,3,10112,2,13338,4,10482,4,7804,4,11453,2,4,12534,4,9358,4687,1,15667,1,2,9039,,,7933,1,6451,2,,,,,9498,1,5298,4,6118,4,6480,4,4,4335,9,7069,1,,,9821,2,,,,,,,,,7813,2,1,1,2,1,1,1.7,3.66666666666667,2,1,1,,2,,1,,1,,1.25
"276",9857977,8967,3,8925,3,5893,2,6330,4,60022,3,4605,2,8165,2,9933,3,4632,4,8877,3,4219,2,4773,2,8134,2,3468,3,2,4628,2,2290,,,,,,,,,4431,1,8406,1,2,5554,5169,1,311220,1,3061,1,5271,1,7208,1,1,4800,0,4806,1,2751,2,85255,2,,,2881,2,,,,,,,2,3,3,3,2,3,2.16666666666667,,2,,,2,,1,,,1,1.5
"277",9858002,4139,4,4609,3,4001,1,4646,3,8027,2,5773,1,5296,2,7954,2,3534,4,5860,4,4352,3,3905,2,8887,2,3635,2,2,7671,3,4050,3819,1,7336,1,,,1,5053,4981,1,4691,2,2,5408,,,3803,1,7488,1,3564,1,3590,1,2,4786,0,,,,,,,,,,,5891,1,,,5540,1,3,3,4,4,3,3.5,2.33333333333333,2,1,,,,2,,,2,,1.5
"278",9858018,3072,4,3395,1,4909,3,4783,4,3504,3,5713,3,3561,1,4109,1,3293,4,7310,4,8418,4,3645,4,5984,4,8643,3,3,5946,2,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,4,3.1,3.33333333333333,,,,,,,,,,,
"279",9858054,3359,4,2325,4,4370,2,2786,4,5945,2,3025,2,4573,2,4263,1,3774,4,4108,4,4767,3,3208,2,8132,2,2714,2,2,3767,2,2719,3306,1,,,1,4779,,,4621,1,,,1,5051,,,3832,1,6123,1,3986,1,2566,1,1,4915,0,,,3126,2,3510,1,,,,,4437,1,,,3884,2,3,3,3,3,4,3.6,2.16666666666667,2,,2,,,2,2,,1,,1.625
"280",9858057,7686,4,8090,2,5315,2,7415,2,12544,3,4086,4,4215,2,20612,,4391,3,5135,4,20346,3,2136,4,9633,2,4961,1,4,3133,4,2476,,,4681,1,,,,,,,3256,2,2,4004,6863,1,6591,1,6434,2,7168,3,8748,2,4,3281,4,5541,1,,,,,,,,,3935,1,9639,2,30612,1,2,3,3,1,,2.66666666666667,3,,1,,,2,2,,1,2,,1.5
"281",9858082,2292,3,2516,3,4977,3,5291,2,6878,3,2874,3,3148,2,4856,2,3449,3,3593,3,2482,3,2295,3,7213,3,14377,3,2,4682,3,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2.6,2.83333333333333,,,,,,,,,,,
"282",9858087,3431,3,2391,2,1720,4,1717,2,1978,4,2239,3,2118,2,5290,2,1643,3,3630,3,11248,3,3272,4,4488,3,3947,3,2,2977,2,12446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,2.3,2.83333333333333,,,,,,,,,,,
"283",9858094,3124,3,3903,3,3269,1,6950,3,3489,1,2564,1,4437,1,4960,1,2992,3,4282,3,6041,2,3084,2,6181,2,5527,2,2,13159,3,4517,,,,,,,1,6816,,,,,2,3953,,,5490,1,4182,2,5031,1,13222,2,3,4260,2,3777,1,5226,1,,,2,4439,2607,2,,,6090,2,3787,2,4,4,4,4,4,3.5,2.16666666666667,,,,1,2,,,1,1,1,1.25
"284",9858120,3914,3,2456,2,1754,3,3048,2,3378,4,1810,3,2947,3,2736,3,3249,3,3082,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2.2,,,,,,,,,,,,
"285",9858131,9444,3,10032,2,4006,3,3130,3,2866,3,3137,3,5552,2,5069,2,2442,3,36360,3,3966,3,2402,3,3556,3,4429,3,3,7867,2,3066,7899,2,,,,,,,5945,2,3338,1,,,2971,1,17210,2,3860,2,4218,1,12796,2,2,3699,3,3449,1,,,4365,1,,,2873,2,3626,2,,,,,2,3,2,2,3,2.6,2.83333333333333,1,2,,,2,1,2,,,1,1.5
"286",9858138,15730,3,3449,3,3127,2,3527,3,4466,2,3354,3,5425,1,8984,2,4255,4,7250,3,14545,3,2912,3,8269,3,5589,2,3,3369,3,3650,4738,2,4737,1,,,,,,,10624,1,2,5959,7034,1,3594,1,4178,2,4081,1,12414,2,2,3834,2,,,3667,2,,,,,,,7363,,1050,,,,3,4,3,2,3,3.1,2.83333333333333,1,2,,,,,,,,,1.5
"287",9858147,3451,4,3109,4,5535,1,6399,4,5524,1,4415,1,7692,1,5159,1,3146,4,6511,4,7427,2,6519,2,4643,2,4519,2,2,5867,2,4455,,,4677,2,1,4320,2,3049,,,2733,1,,,,,2408,1,5178,1,1976,1,1533,1,1,1591,0,3982,1,,,3302,1,1,6308,,,3652,1,,,,,4,4,4,4,4,4,2,,2,2,2,2,2,2,,,,2
"288",9858149,5302,3,7281,3,5163,2,3176,3,4202,1,5352,3,3510,1,4956,1,5741,3,4542,3,3272,3,6956,3,4873,3,4280,3,3,4111,2,5439,,,,,,,,,5040,1,,,2,3863,3253,2,5696,1,3826,2,4225,1,2850,1,3,3431,1,4376,1,,,3938,1,1,8133,,,2927,1,9346,2,,,4,4,3,2,4,3.2,2.83333333333333,,,,2,2,2,2,1,,,1.75
"289",9858160,1988,3,3640,3,4097,3,2691,3,3308,2,2196,2,3176,2,4209,2,2059,3,2683,3,4275,3,11699,2,4849,3,2220,2,2,3508,3,2268,3758,2,6708,2,2,3172,,,4452,1,2982,1,,,,,2060,1,7958,2,2700,2,2828,1,1,2516,2,4986,2,1812,2,,,,,,,2220,1,,,,,3,3,2,3,3,2.9,2.5,1,2,1,,1,2,,,,,1.5
"290",9858178,3144,4,2500,3,3533,2,1912,3,4801,2,2929,2,13568,2,2902,1,2541,4,4880,3,3666,3,2844,3,4411,2,4609,3,2,2183,2,2382,6545,2,4023,1,2,3436,,,4761,1,,,1,10940,2502,2,5687,1,2177,1,3302,1,2301,1,4,3813,0,2612,2,,,,,,,,,,,,,3703,2,3,3,3,3,4,3.3,2.5,1,,1,,1,,,,1,,1.125
"291",9858184,5392,3,4075,3,6128,2,5362,3,5198,2,4009,3,2927,2,10059,2,4614,3,16692,3,8241,3,3729,3,8464,3,5149,3,3,6175,3,4565,,,,,1,176240,,,8933,1,7528,2,,,11421,,8095,1,4594,1,5271,1,3805,1,4,14918,0,,,2842,1,,,,,3297,2,,,6633,2,10908,2,3,3,3,2,3,2.9,3,,1,2,,,,,1,1,1,1.14285714285714
"292",9858319,5368,3,3960,3,6236,2,3168,3,3189,2,4428,2,4847,2,4198,2,3768,3,6325,3,6829,3,3921,2,7001,3,5388,3,3,4736,3,6714,,,,,2,4473,1,3982,5313,2,4375,2,,,,,7478,2,8196,2,3483,1,8146,1,1,4458,2,,,3633,2,,,1,4377,3931,2,,,,,5506,1,3,3,3,3,3,3,2.83333333333333,,1,1,2,,,,,2,1,1.5
"293",9858322,2791,4,2257,3,7709,3,2281,3,2967,2,2960,3,5911,1,5270,1,4070,4,2603,4,1812,4,3007,4,4125,3,5989,3,4,2672,4,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,4,3.3,3.66666666666667,,,,,,,,,,,
"294",9858323,3137,3,6169,4,4081,1,2310,4,4389,2,3166,3,3424,1,3287,1,3108,3,9966,3,7411,3,2885,3,11347,2,4233,2,2,4000,3,4651,,,4252,1,,,,,,,4128,2,2,4498,8787,2,5625,1,2443,1,3018,1,3186,1,1,3283,0,,,,,3922,1,,,2194,2,8848,1,9115,1,,,3,4,4,2,4,3.4,2.5,,1,,,,2,2,2,,1,1.625
"295",9858349,19587,3,4927,3,9223,2,3363,3,6977,2,5648,2,5902,2,8146,2,2671,3,8714,3,3520,3,3351,3,3108,3,2906,2,3,19298,2,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2.66666666666667,,,,,,,,,,,
"296",9858373,7744,4,4054,4,9611,1,4244,4,5393,1,5409,1,4394,1,5742,1,6384,4,9472,4,9943,2,8071,4,10753,3,5994,1,1,21935,2,6154,6807,1,,,,,2,4619,4966,2,,,,,,,8144,1,11267,1,14831,2,6236,1,2,9728,1,4970,1,5564,2,35277,1,,,4231,2,,,,,10859,1,4,4,4,4,4,4,2.16666666666667,2,,,,2,,2,,2,1,1.875
"297",9858414,3431,3,2786,3,3462,2,5323,3,68482,2,5978,2,2947,2,4211,1,2419,3,3803,3,4152,3,5506,4,5217,3,5735,2,4,7936,3,6618,4262,2,4991,1,,,1,2699,,,,,,,,,4204,1,6060,1,4131,1,3563,1,2,4257,0,7201,2,10857,2,,,2,4859,2543,2,,,5079,2,,,3,3,3,3,4,3.1,3.16666666666667,1,,,1,1,,,1,,1,1.125
"298",9858417,6430,3,3069,3,5405,4,3353,3,10187,2,7863,2,4777,1,4396,1,2747,4,6134,4,4930,3,6822,3,9291,2,4464,4,3,4981,3,6904,,,,,,,1,4433,,,3915,2,1,9313,7188,1,9908,1,5722,1,5575,1,4383,2,1,3511,1,,,,,4040,1,2,5211,3058,2,,,,,7124,2,3,4,1,3,4,3.2,3,,1,,1,,,2,,1,1,1.125
"299",9858422,4220,3,7611,3,10155,2,2250,3,4816,2,3341,2,3963,2,5433,2,4552,3,4138,3,6832,3,3734,4,21130,3,9592,2,2,5792,3,7337,,,8856,1,2,4176,,,12308,1,7185,2,,,,,6872,2,18116,2,5660,1,3256,1,1,3171,2,6146,2,3033,2,,,2,4588,,,,,7633,1,,,3,3,3,3,3,3,2.83333333333333,,1,1,1,1,,,2,,,1.25
"300",9858433,,,,,,,,,,,,,,,,,,,,,11213,3,4075,4,5981,2,8008,2,3,7475,2,8103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,,,,,,,,,,,
"301",9858478,2952,1,3366,2,3273,3,6409,2,3091,3,4655,3,2919,3,4095,1,3198,4,6111,2,4668,2,3016,3,6128,3,4191,2,2,4948,3,3147,3371,1,4920,1,,,,,5147,2,,,,,3247,1,4909,1,5760,3,3383,4,2795,3,1,3184,7,4610,1,,,3629,2,,,,,5394,1,2917,1,,,2,2,2,2,4,2.3,2.5,2,,,,2,2,1,2,,,1.625
"302",9858530,3724,3,4931,3,4349,2,3402,3,6017,1,3422,2,5020,2,6123,2,3403,3,4869,3,5853,2,3969,2,9202,2,4373,2,2,5583,3,5225,8902,1,,,,,,,5078,2,3848,2,,,3978,2,3750,1,10727,1,4150,1,5138,1,1,5548,0,4494,1,,,,,,,2968,2,,,4845,1,7719,1,4,3,3,3,3,3.1,2.16666666666667,2,1,,,2,,,2,2,1,1.75
"303",9858531,4652,3,3117,3,4580,2,2567,3,3333,2,8646,3,3492,2,5951,1,3011,3,4870,3,11229,2,10058,3,21545,2,4008,3,2,5092,2,6937,9268,1,,,,,,,3919,1,3663,2,1,6052,,,4902,1,11028,2,6070,2,3123,1,2,5010,2,,,2683,1,9871,1,,,6323,2,,,4179,1,,,3,3,3,2,4,3,2.33333333333333,2,1,,,,,2,2,,1,1.375
"304",9858532,3632,4,5152,4,2504,1,3343,4,3620,1,2874,1,2660,1,5056,1,5000,4,4206,4,6809,4,3256,3,7914,2,4513,2,1,4449,1,4097,3574,2,,,,,,,3721,1,6187,2,2,5064,3175,2,3786,1,2459,1,4997,1,1671,1,2,3188,0,,,3127,2,,,,,,,3608,1,4133,1,,,4,4,4,4,4,4,2.16666666666667,1,1,,,,2,,2,,,1.625
"305",9858549,4518,3,3458,3,5399,2,3118,3,3733,2,4877,2,9888,2,3298,2,4598,3,4925,4,6412,3,2455,3,4918,2,5198,2,3,5747,3,3779,14318,1,7699,1,2,8727,,,,,,,2,4889,4813,2,3606,1,6618,2,6946,2,4642,2,2,3363,3,,,2440,2,3487,1,,,,,4337,1,,,,,3,3,3,3,3,3.1,2.66666666666667,2,,1,,,2,2,,,,1.75
"306",9858571,2143,4,3895,4,3074,2,3297,3,3556,2,2673,4,2616,1,3939,1,2347,4,3465,4,3450,4,2026,4,12164,4,2500,4,4,2704,4,4984,5745,1,4317,1,1,5095,,,,,5687,1,2,2743,,,2599,1,3923,3,18753,2,2601,1,1,2503,3,,,2780,2,2518,1,,,2521,1,,,,,,,3,4,3,1,4,3.4,4,2,2,2,,,,2,,,2,1.875
"307",9858588,5316,3,3704,3,4697,1,3280,3,4665,2,3303,4,5616,1,5370,1,3679,4,8407,4,5414,3,3154,2,12727,3,3920,3,2,5170,2,6850,5793,2,7065,1,,,1,3024,,,3921,2,,,5162,1,4345,1,8079,2,6649,2,5337,2,1,5480,3,7337,2,2497,2,,,,,2495,2,,,,,,,3,4,4,1,4,3.3,2.5,1,1,,,1,,,,,1,1.125
"308",9858605,2374,3,2537,3,2073,2,2086,4,2181,1,2179,3,2527,2,2630,1,1913,3,2701,3,3258,2,2247,3,6003,3,3130,1,2,4368,4,4018,,,,,1,2469,,,,,2704,1,2,2986,2124,2,4487,1,5375,3,2851,1,3083,3,4,2846,4,1881,1,,,2542,1,,,,,2104,1,2173,1,,,4,3,3,2,4,3.2,2.5,,2,2,,2,2,2,2,,,2
"309",9858612,3290,3,6871,2,3961,3,2496,2,4975,4,140466,4,3038,3,4077,3,4929,3,4325,2,22179,4,3551,4,4308,4,3143,4,4,4278,4,4523,,,,,,,,,,,3037,2,1,5450,3493,1,4640,2,3539,3,2745,3,4595,2,3,3187,6,,,2639,2,2958,2,2,3237,2159,2,,,,,8521,2,1,2,2,1,2,2,4,,1,,1,,,1,,1,1,1.125
"310",9858616,10221,3,8857,2,3873,3,7595,2,4642,3,13953,4,6052,2,8584,2,13339,3,14967,2,8271,3,5288,4,7932,3,5315,3,3,5243,2,4217,12085,1,12945,1,,,1,7341,,,,,,,,,4338,1,21601,2,3855,2,8664,2,1,3765,3,7105,1,,,,,1,7467,4906,2,10505,2,6093,2,,,2,3,2,1,3,2.3,3,2,,,2,2,1,,1,,1,1.375
"311",9858620,5765,3,3133,3,5932,2,4654,4,9246,2,8597,3,14802,1,7289,2,6893,4,11615,4,7584,4,5561,4,6301,4,10556,2,4,4748,3,9157,6310,1,,,,,1,13793,,,,,1,7287,,,3147,1,4862,1,11981,1,3831,1,1,4091,0,,,,,5852,2,,,3946,2,6022,1,5079,2,12832,1,3,4,3,2,3,3.3,3.5,2,,,,,2,1,1,2,1,1.375
"312",9858641,3580,4,3976,4,4192,2,5005,3,2920,1,4100,2,4361,2,4076,1,3829,4,6249,4,4771,2,5862,3,9626,3,4112,2,3,4394,2,9428,,,6622,1,,,,,6428,1,3484,1,,,,,4209,1,2465,1,5428,1,3856,1,4,3985,0,3123,1,2305,1,4585,2,2,5054,,,,,5276,1,,,4,3,3,3,4,3.6,2.5,,2,,1,2,,1,2,,,1.375
"313",9858648,6645,3,5013,3,5400,2,4313,3,4930,2,6926,3,6422,3,8918,2,7920,3,15812,4,5615,3,5963,3,14072,3,9563,2,2,6712,3,17682,5612,1,,,1,7935,1,18649,,,4808,,,,8806,1,7680,1,17763,1,3086,1,4687,1,1,5786,0,,,,,,,,11031,5250,,,,9522,1,,,3,2,3,2,3,2.9,2.66666666666667,2,,2,,,,,2,,,1.6
"314",9858649,4421,3,3978,4,10833,3,3340,4,4222,1,3771,2,9167,2,4931,1,4861,4,13842,3,22030,2,6205,1,6565,2,7998,2,2,4839,2,4623,,,5014,1,,,,,3377,1,,,2,5173,5867,2,3092,1,2198,1,2782,1,7252,1,2,3913,0,3918,2,,,3745,2,,,2190,2,,,,,4210,2,4,3,2,3,4,3.4,1.83333333333333,,,,,1,,1,,1,1,1.25
"315",9858650,4454,4,4685,4,5234,1,2594,4,6810,2,6171,2,6015,1,4011,1,3479,1,8133,4,8507,3,3069,3,6056,2,3145,2,2,4268,3,3455,3355,1,11402,1,,,2,3208,,,,,,,,,2985,1,19438,2,3901,2,2912,1,2,3198,2,2727,1,2648,2,3240,1,,,3103,2,4730,1,,,,,3,4,4,3,4,3.5,2.5,2,,,,2,2,2,,,1,1.75
"316",9858658,3446,3,2899,3,5007,3,2638,3,3314,2,11815,3,2587,2,4450,1,2785,3,6653,4,7953,3,2836,3,7116,2,4378,2,2,11453,2,5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,4,3,2.33333333333333,,,,,,,,,,,
"317",9858663,2702,3,2881,3,6398,2,2087,3,6784,2,4891,2,2840,2,3289,2,4147,3,3897,3,6214,2,7334,3,18798,2,11473,3,3,20184,3,10159,,,,,2,8095,1,4629,7771,1,,,,,5290,1,4749,1,10920,1,5718,1,5035,1,2,6828,0,,,,,6953,1,2,17581,,,6965,1,8354,2,,,3,3,3,3,3,3,2.66666666666667,,,1,1,,2,2,1,,,1.25
"318",9858672,4148,4,4274,3,4585,3,4559,3,3378,2,8326,2,4465,1,5880,2,3362,4,4274,4,5848,3,6500,3,8236,3,2649,3,3,2744,3,4541,,,2127,1,2,2700,1,5245,2842,1,3424,2,,,3000,1,2149,1,3333,1,5553,2,5014,2,2,2554,2,,,,,2415,1,,,,,,,8824,2,,,3,4,2,3,3,3.3,3,,1,1,,,,2,1,,,1.125
"319",9858690,4581,2,2670,2,2371,4,2105,2,4304,4,3447,3,2415,3,4503,3,2572,3,3362,2,4324,4,2741,3,5542,4,5941,4,4,8144,2,14201,3601,2,,,2,7500,2,5506,,,3136,2,1,4309,5822,1,5939,1,4165,2,9585,1,6860,2,1,3975,2,,,,,,,,,4422,2,,,3915,2,,,1,2,1,2,2,1.9,3.5,1,1,1,,,,,1,,1,1.125
"320",9858708,5575,4,4173,3,4765,3,4889,2,4880,4,3365,4,10331,3,8127,2,3466,3,6917,4,3692,4,3264,4,6783,2,4968,2,4,3416,3,3692,,,6864,2,1,3188,,,4162,2,,,2,2931,,,6131,2,5265,3,2683,4,5663,2,3,5006,7,,,,,14402,1,,,2379,2,,,3337,1,2901,1,1,2,2,1,3,2.5,3.16666666666667,,,2,,,,2,2,2,1,1.875
"321",9858725,6701,3,2275,3,3302,2,2702,3,4428,2,3042,2,2723,2,4128,2,3145,3,4061,3,8004,3,2822,3,4993,2,3466,2,2,5833,3,5237,3654,1,,,1,4850,,,14512,1,3652,1,,,,,2905,1,5564,1,2584,1,3211,1,3,6358,0,,,3827,2,,,1,4159,5469,2,,,,,5558,1,3,3,3,3,3,3,2.5,2,2,2,2,,,,,2,1,1.75
"322",9858726,2849,2,4169,3,2886,3,2776,3,4075,3,3225,3,3817,2,4732,2,3472,3,3459,2,5351,3,2160,4,3168,4,4159,3,3,3181,3,2331,3080,2,,,,,,,,,,,,,3090,2,4456,3,2142,2,2430,2,4927,2,2,3360,5,3105,1,3680,2,4691,1,,,3042,2,4721,2,4620,1,,,2,3,2,2,3,2.5,3.33333333333333,1,,,,2,1,2,2,,1,1.625
"323",9858753,4549,4,3811,4,4785,1,2851,3,2485,2,7218,2,3814,2,5984,2,2345,4,3540,4,5539,3,2618,3,9161,2,3603,2,2,3342,3,6756,,,,,,,1,4575,4769,2,4146,1,2,4276,,,15425,1,3295,2,4019,2,10182,2,1,3822,3,,,2335,2,,,2,8063,,,4048,1,,,6412,1,3,3,4,3,3,3.5,2.5,,2,,1,,2,,,2,,1.75
"324",9858755,4536,3,3155,2,3891,3,4580,2,3197,3,2715,3,6672,2,5345,2,3026,3,4649,3,4131,3,2094,3,3827,3,6916,2,3,3325,3,3538,3161,1,5530,2,,,,,5576,1,4926,2,,,3754,1,7743,1,6998,1,4659,1,3143,1,3,6045,0,2493,1,,,,,,,,,,,4800,1,4771,2,2,3,2,2,3,2.5,2.83333333333333,2,1,,,2,,,2,1,,1.5
"325",9858782,2820,4,3206,4,3780,1,2087,4,2951,1,4050,1,3000,1,3466,1,2629,4,3941,4,4275,3,2500,4,5232,1,2597,1,2,6249,3,4301,,,4155,1,,,1,2582,,,,,1,3644,4501,1,1761,1,5056,1,1821,1,2023,1,1,2039,0,,,3880,2,3032,1,,,,,4292,1,,,4017,2,4,4,4,4,4,4,2.33333333333333,,,,,,2,2,,1,,1.375
"326",9858797,3328,3,2108,4,7324,1,2570,4,2178,1,6707,2,4943,1,4491,1,3145,4,2747,4,4102,3,4937,3,4500,2,6749,2,2,4023,2,4536,,,4650,1,2,6274,,,,,,,,,3623,1,6069,1,3057,1,2879,1,2262,1,4,4914,0,,,,,6646,2,2,4526,4620,2,5134,2,,,3601,2,4,4,4,3,4,3.8,2.33333333333333,,,1,1,,1,1,,1,1,1
